"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"2414","2018-12-14 23:55:57",6,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1969,"Man","Secondary school","Gloucester","None of the above",5,7,9,1,NA,1,NA,1,"The right amount","0","Defense","0","Keeping a lead","0","",8,"Very likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","","Hard Brexit would be best","",1,NA,2855
"2415","2018-12-14 23:49:20",3,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1960,"Man","Secondary school","London","UK Independence Party (UKIP)",7,9,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,5388
"2416","2018-12-07 23:59:00",2,NA,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1953,"Man","Secondary school","Bath","Conservative",7,8,9,NA,NA,NA,NA,NA,"The right amount","0","0","0","Keeping a lead","0","",-99,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","","No Brexit would be best","",NA,NA,2028
"2417","2018-12-08 00:13:51",0,0,1,1,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Somewhat satisfied",1954,"Man","Vocational training","Liverpool","UK Independence Party (UKIP)",6,7,9,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",7,"Somewhat likely","Strongly agree","Nothing in common","","","","","",NA,NA,6754
"2418","2018-12-08 00:28:54",2,NA,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1957,"Woman","University degree","Leeds","Labour",9,10,10,NA,NA,NA,NA,NA,"The right amount","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Positive","","Soft Brexit would be best","",NA,NA,7292
"2419","2018-12-15 00:32:50",0,1,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1968,"Man","Master’s degree or higher","Liverpool","Labour",7,8,9,NA,NA,NA,NA,NA,"Too many","-99","-99","-99","-99","-99","",7,"Somewhat likely","Somewhat agree","A little in common","Neither","Positive","","No Brexit would be best","",1,NA,9175
"2420","2018-12-15 00:24:43",3,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1968,"Woman","Vocational training","Liverpool","Labour",10,10,10,1,1,NA,1,NA,"Too few","0","0","0","0","Other","Keep playing as they are",10,"Somewhat likely","Strongly disagree","A lot in common","Neither","Positive","","Soft Brexit would be best","",1,NA,8454
"2421","2018-12-15 00:33:42",5,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1970,"Man","Primary school","Belfast","None of the above",8,10,10,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",10,"Very likely","Strongly agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","","Soft Brexit would be best","",1,NA,7209
"2422","2018-12-15 00:40:37",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1966,"Man","University degree","London","Labour",7,10,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A lot in common","Don’t know","Positive","","No Brexit would be best","",1,NA,2780
"2423","2018-12-08 00:36:40",0,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1962,"Man","Secondary school","Peterborough","Labour",9,9,10,1,NA,1,1,NA,"Too few","0","0","0","0","Other","",9,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Somewhat positive","","Soft Brexit would be best","",NA,NA,8841
"2424","2018-12-15 00:46:57",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1978,"Man","Master’s degree or higher","Manchester","Labour",7,9,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat unlikely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Very positive","","Soft Brexit would be best","",1,NA,3399
"2425","2018-12-08 01:04:04",4,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1949,"Woman","Secondary school","Liverpool","Labour",8,10,9,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Neither agree nor disagree","Nothing in common","Don’t know","Somewhat negative","","-99","",NA,NA,9921
"2426","2018-12-15 01:09:34",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1945,"Woman","Secondary school","Liverpool","Labour",7,9,10,1,1,NA,NA,1,"Too many","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,5557
"2427","2018-12-15 01:10:42",7,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1959,"Man","University degree","Wells","Liberal Democrat",8,10,9,1,NA,1,1,NA,"The right amount","0","Defense","0","0","0","",8,"Somewhat likely","Somewhat disagree","A lot in common","Islam is generally compatible with the values of British society","Positive","","No Brexit would be best","",1,NA,8712
"2428","2018-12-08 01:13:16",2,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1959,"Man","Secondary school","Liverpool","None of the above",8,10,10,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","","","","","","","",NA,NA,733
"2429","2018-12-15 01:10:17",5,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1975,"Man","Secondary school","Exeter","None of the above",7,8,10,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Neither agree nor disagree","Nothing in common","Don’t know","Somewhat positive","","-99","",1,NA,7945
"2430","2018-12-08 01:24:37",3,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1947,"Man","Secondary school","Nottingham","Conservative",8,8,9,NA,NA,NA,NA,NA,"Too many","0","0","Midfield","0","0","",7,"Somewhat unlikely","Somewhat agree","Nothing in common","Don’t know","Neither positive nor negative","","Soft Brexit would be best","",NA,NA,1335
"2431","2018-12-15 01:30:19",5,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Somewhat satisfied",1974,"Woman","Secondary school","Bristol","None of the above",10,10,10,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",10,"Very likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,10491
"2432","2018-12-15 01:34:50",1,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","whole team","Very satisfied",1954,"Man","Secondary school","Liverpool","Labour",8,9,9,1,NA,1,NA,1,"The right amount","0","0","0","Keeping a lead","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Positive","","Soft Brexit would be best","",1,NA,2263
"2433","2018-12-08 01:53:31",1,NA,1,0,"Very closely (watch every match, read news almost daily)","Sadio Mané","","Somewhat satisfied",1941,"Man","Secondary school","Chester","Labour",8,9,8,NA,NA,NA,NA,NA,"The right amount","0","Defense","0","0","0","",10,"Very likely","Strongly agree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",NA,NA,2337
"2434","2018-12-15 01:57:53",2,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1965,"Woman","University degree","Preston","None of the above",8,9,10,1,1,NA,1,NA,"The right amount","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Neither agree nor disagree","A lot in common","Neither","Somewhat positive","","No Brexit would be best","",1,NA,6714
"2435","2018-12-15 01:54:18",6,0,1,0,"Very closely (watch every match, read news almost daily)","Daniel Sturridge","","Somewhat satisfied",1965,"Man","Primary school","Cardiff","None of the above",7,8,10,1,1,NA,NA,1,"Too many","0","0","0","Keeping a lead","0","",9,"Very likely","Strongly disagree","Nothing in common","Neither","Very negative","","No Brexit would be best","",1,NA,8134
"2436","2018-12-08 02:10:22",3,NA,1,0,"Somewhat closely (watch big matches, read news occasionally)","Sadio Mané","","Somewhat satisfied",1959,"Man","Vocational training","London","Labour",7,9,7,NA,NA,NA,NA,NA,"The right amount","Offense","0","0","0","Other","",7,"Somewhat unlikely","Somewhat disagree","A little in common","Don’t know","Positive","","No Brexit would be best","",NA,NA,7718
"2437","2018-12-08 02:13:48",2,NA,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1976,"Woman","University degree","Birmingham","Other",8,9,10,NA,NA,NA,NA,NA,"The right amount","0","0","0","Keeping a lead","0","",8,"Very unlikely","Neither agree nor disagree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",NA,NA,1191
"2438","2018-12-15 02:15:16",2,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1966,"Woman","University degree","Wolverhampton","Conservative",7,9,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",10,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Neither positive nor negative","","Hard Brexit would be best","",1,NA,4337
"2439","2018-12-08 02:35:32",1,NA,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1962,"Woman","Secondary school","Liverpool","Liberal Democrat",8,8,10,NA,NA,NA,NA,NA,"The right amount","0","Defense","0","0","0","",7,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",NA,NA,7686
"2440","2018-12-15 02:56:33",2,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1957,"Man","Master’s degree or higher","Preston","Conservative",7,8,10,1,1,NA,NA,1,"The right amount","Offense","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","Positive","","Soft Brexit would be best","",1,NA,4905
"2441","2018-12-15 02:53:26",7,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1960,"Man","Secondary school","Kingston upon Hull","UK Independence Party (UKIP)",8,9,9,1,NA,1,NA,1,"Too few","Offense","0","0","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","","Hard Brexit would be best","",1,NA,5167
"2442","2018-12-15 03:09:43",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1967,"Man","Secondary school","London","Conservative",8,8,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",10,"Somewhat likely","Somewhat disagree","A little in common","Neither","Positive","","Soft Brexit would be best","",1,NA,1320
"2443","2018-12-15 03:09:37",7,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1957,"Woman","Vocational training","Truro","None of the above",7,9,10,1,NA,1,NA,1,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Islam is generally compatible with the values of British society","Somewhat positive","","Hard Brexit would be best","",1,NA,5849
"2444","2018-12-08 03:14:18",0,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1957,"Woman","University degree","Liverpool","Labour",8,8,10,1,NA,1,1,NA,"Too many","0","0","Midfield","0","0","",7,"Somewhat likely","Somewhat disagree","A little in common","Don’t know","Positive","","No Brexit would be best","",NA,NA,2980
"2445","2018-12-15 03:19:52",1,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1946,"Man","Secondary school","London","Conservative",10,10,10,1,NA,1,NA,1,"Too few","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","","Hard Brexit would be best","",1,NA,7191
"2446","2018-12-08 03:35:29",3,NA,0,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1952,"Woman","Secondary school","Worcester","Labour",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,9171
"2447","2018-12-08 03:43:24",4,NA,1,0,"Somewhat closely (watch big matches, read news occasionally)","Other (insert name)","Shquari ","Somewhat satisfied",1958,"Woman","Secondary school","Liverpool","Labour",9,7,10,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",8,"Very likely","Somewhat agree","Nothing in common","Don’t know","Positive","","No Brexit would be best","",NA,NA,6705
"2448","2018-12-15 03:42:25",7,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1963,"Man","Vocational training","Chester","Labour",6,8,7,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Neither agree nor disagree","A little in common","Don’t know","Neither positive nor negative","","Hard Brexit would be best","",1,NA,4030
"2449","2018-12-15 03:48:53",2,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1972,"Man","Secondary school","London","None of the above",7,8,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","Nothing in common","Don’t know","Somewhat negative","","No Brexit would be best","",1,NA,8449
"2450","2018-12-08 03:49:06",1,NA,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1963,"Man","Secondary school","Sheffield","Labour",6,8,9,NA,NA,NA,NA,NA,"The right amount","Offense","0","Midfield","Keeping a lead","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","","Hard Brexit would be best","",NA,NA,9305
